"","d_region","prev_msk","prev_mh","prev_msk_mh"
"1","london",0.0870901474506436,0.0924143739679433,0.0299900854856939
"2","south_east",0.0981397247307448,0.112841307694512,0.0322533632380572
"3","east_of_england",0.105844125282364,0.108749212783094,0.0328435027319544
"4","south_west",0.113740475702824,0.129634160719598,0.0378224158552347
"5","west_midlands",0.11935286870743,0.121300973846281,0.0412811494960065
"6","north_west",0.124201796126543,0.140002488699119,0.0487974517271267
"7","east_midlands",0.125505164333147,0.129342163474938,0.0430914933347806
"8","yorks_and_humber",0.128748455574211,0.137511233656246,0.0475497584918539
"9","north_east",0.147457445703258,0.166414721774689,0.0673959737035424
