"","calib_U","calib_E1","calib_E2","calib_E3","PROB_13weeks_empl","PROB_at12mth_empl","PROB_in12mth_empl","diff_13weeks_empl","diff_at12mth_empl","diff_in12mth_empl"
"1",0.984372869203799,0.0690746973268688,0.265338414115831,0.71032029367052,0.200170007553475,0.194696652353586,0.204811442123684,0.0201700075534748,-0.00390334764641356,-0.110388557876316
"2",0.98417543284595,0.49549080664292,0.0793726730626076,0.0216505031567067,0.200811504376711,0.194247678021217,0.205449216323913,0.0208115043767115,-0.00435232197878321,-0.109750783676087
"3",0.983615211560391,0.0487741981633008,0.403689506929368,0.540661301231012,0.202629636598334,0.197472837155788,0.207256797876235,0.0226296365983343,-0.00112716284421222,-0.107943202123765
"4",0.983728165761568,0.142599913291633,0.154665829380974,0.546348622534424,0.202263306973405,0.197177113413255,0.206892594071794,0.0222633069734046,-0.00142288658674486,-0.108307405928206
"5",0.983474793890491,0.111434270162135,0.493152061244473,0.744845677167177,0.203084858981371,0.195903561858059,0.20770937859176,0.0230848589813707,-0.0026964381419407,-0.10749062140824
"6",0.983755140961148,0.23209789255634,0.465230552479625,0.524360027164221,0.20217580315925,0.194741050489563,0.206805598044584,0.0221758031592499,-0.00385894951043683,-0.108394401955416
"7",0.984249573596753,0.0425532239023596,0.194646236486733,0.914098253939301,0.200570656540278,0.194747818986688,0.205209766133835,0.0205706565402776,-0.00385218101331164,-0.109990233866165
"8",0.983236500434577,0.00592105742543936,0.190262341173366,0.42650583316572,0.20385694040954,0.20072749574103,0.208476979611011,0.0238569404095401,0.00212749574103008,-0.106723020388989
"9",0.98471781173721,0.0371976289898157,0.137304600793868,0.489253496052697,0.199048317004259,0.195570671612982,0.203696260774349,0.019048317004259,-0.00302932838701758,-0.11150373922565
"10",0.983993598050438,0.066159947309643,0.347915653605014,0.890841608401388,0.201401968243419,0.194748840828693,0.206036253713207,0.0214019682434186,-0.00385115917130679,-0.109163746286793
"11",0.983254925720394,0.193054540781304,0.708591387374327,0.992531017167494,0.203797261682155,0.193731561182578,0.208417647200857,0.0237972616821548,-0.00486843881742216,-0.106782352799143
"12",0.985228482936509,0.0904860801529139,0.186680502025411,0.33941213763319,0.197385541177607,0.19378541362111,0.202043134079734,0.0173855411776067,-0.00481458637888985,-0.113156865920266
"13",0.984734796267003,0.318101962096989,0.0736471326090395,0.0232952451333404,0.198993055935456,0.194671395243696,0.203641320386988,0.0189930559354561,-0.00392860475630405,-0.111558679613012
"14",0.984043402853422,0.260090088006109,0.280856156954542,0.560705457348377,0.201240271917115,0.194182671643763,0.205875495714955,0.0212402719171149,-0.00441732835623687,-0.109324504285045
"15",0.983444737945683,0.0389525487553328,0.0518458730075508,0.70053459238261,0.203182272518229,0.199011063718782,0.207806226835292,0.0231822725182292,0.000411063718782384,-0.107393773164708
"16",0.983194638718851,0.610209262697026,0.156604763818905,0.0085532171651721,0.203992516279877,0.195589902384907,0.208611768730991,0.0239925162798766,-0.00301009761509324,-0.106588231269009
"17",0.984082102798857,0.040722502861172,0.412759151542559,0.473116958746687,0.20111461168146,0.196335549645764,0.205750564688967,0.0211146116814601,-0.00226445035423556,-0.109449435311033
"18",0.983568705269136,0.350573864532635,0.186236971057951,0.0298332483507693,0.20278042771276,0.197408269168667,0.207406713945842,0.0227804277127601,-0.00119173083133289,-0.107793286054158
"19",0.983623415511101,0.0906490262132138,0.300332812359557,0.709413391537964,0.202603034045124,0.19668625817774,0.207230349698344,0.0226030340451236,-0.00191374182226034,-0.107969650301656
"20",0.983488351339474,0.33098371559754,0.362202410120517,0.387437963159755,0.203040915364944,0.195496403220721,0.2076656899813,0.023040915364944,-0.00310359677927866,-0.1075343100187
"21",0.983287358330563,0.326038130791858,0.525226427940652,0.575380521360785,0.203692205668574,0.194655578963006,0.208313200830097,0.0236922056685737,-0.00394442103699411,-0.106886799169903
"22",0.983777822763659,0.260937948245555,0.372079722583294,0.607415905920789,0.20210222095989,0.194401314868815,0.206732442844671,0.0221022209598903,-0.00419868513118529,-0.108467557155329
"23",0.983200895483606,0.229530207347125,0.182598597602919,0.00194911169819534,0.203972253845914,0.200205277567751,0.208591623880468,0.0239722538459142,0.00160527756775108,-0.106608376119532
"24",0.983755584922619,0.010450019268319,0.499017234658822,0.522661467315629,0.202174362949469,0.197083324549353,0.206804166192378,0.0221743629494685,-0.00151667545064693,-0.108395833807622
"25",0.983562395744957,0.198206687578931,0.238045575795695,0.891931147780269,0.202800883946224,0.195109257529637,0.207427051471242,0.022800883946224,-0.0034907424703626,-0.107772948528757
"26",0.98412024974823,0.132958751870319,0.227404556237161,0.360982679761946,0.200990732535915,0.196553628900031,0.205627404417375,0.020990732535915,-0.00204637109996914,-0.109572595582625
"27",0.98382289793808,0.114661916391924,0.179111021570861,0.654743532883003,0.201955977153126,0.19657931573637,0.206587047694579,0.0219559771531257,-0.00202068426363031,-0.108612952305421
"28",0.983202227693982,0.0492978810798377,0.16428511030972,0.826440413715318,0.203967939453672,0.198551913130069,0.208587334524758,0.0239679394536715,-4.80868699309078e-05,-0.106612665475242
"29",0.98348937544506,0.0865532618481666,0.197505228919908,0.44649121328257,0.203037595868483,0.198854004088417,0.207662389747965,0.0230375958684835,0.000254004088417359,-0.107537610252035
"30",0.983226485480554,0.134333460824564,0.15661275642924,0.551275919890031,0.203889377017879,0.198837666710064,0.208509227988855,0.0238893770178794,0.000237666710063922,-0.106690772011145
"31",0.983355930820107,0.0824810019694269,0.668245639419183,0.830943605396897,0.203470050792895,0.19545161533478,0.208092335125029,0.0234700507928951,-0.00314838466522024,-0.107107664874971
"32",0.983765510492958,0.438664485001937,0.411129901884124,0.197510045021772,0.20214216391773,0.193924852764115,0.206772154012471,0.0221421639177302,-0.00467514723588514,-0.108427845987529
"33",0.983675242285244,0.331350748660043,0.362213274464011,0.504010827979073,0.202434962491971,0.194403343115409,0.207063253468852,0.0224349624919708,-0.00419665688459081,-0.108136746531147
"34",0.984468631912023,0.353698218241334,0.205174898728728,0.0941019325982779,0.199858722810722,0.19413584589797,0.204501963774514,0.0198587228107219,-0.00446415410202994,-0.110698036225486
