"","calib_U","calib_E1","calib_E2","calib_E3","PROB_13weeks_empl","PROB_at12mth_empl","PROB_in12mth_empl","diff_13weeks_empl","diff_at12mth_empl","diff_in12mth_empl"
"1",0.967560727451928,0.982817197917029,0.759544267551973,0.566488424083218,0.253427354255133,0.23245292449487,0.25775973503587,0.0334273542551326,-0.00304707550513009,-0.11194026496413
"2",0.968552095326595,0.951514942804351,0.497464487561956,0.470500626601279,0.250362879221744,0.231620162907761,0.254713043232035,0.030362879221744,-0.00387983709223866,-0.114986956767965
"3",0.968991860514507,0.514157372061163,0.514923015609384,0.545514354016632,0.249000478987588,0.236078226834411,0.253358549042419,0.0290004789875877,0.000578226834411,-0.116341450957581
"4",0.969695675140247,0.659319650614634,0.407350709661841,0.306920220376924,0.246816185718937,0.233591940094005,0.251186931285295,0.0268161857189372,-0.00190805990599499,-0.118513068714705
"5",0.968522824719548,0.351792022120208,0.839631285285577,0.921913691563532,0.250453494229598,0.23633440409198,0.254803132398605,0.0304534942295983,0.000834404091980157,-0.114896867601395
"6",0.967921779374592,0.717546308180317,0.717136621009558,0.228172058938071,0.252312375540016,0.236763853507035,0.256651226571685,0.0323123755400162,0.00126385350703501,-0.113048773428315
"7",0.966681451327167,0.504701350582764,0.71168444561772,0.975643595447764,0.256137465181456,0.240108658999137,0.260454119116912,0.0361374651814562,0.00460865899913684,-0.109245880883088
"8",0.968561447877437,0.950213899137452,0.505570412613451,0.189557251986116,0.250333924162457,0.232750995137623,0.254684256199722,0.0303339241624573,-0.00274900486237731,-0.115015743800278
"9",0.967057538963854,0.82454845472239,0.77227236633189,0.766766002168879,0.25497918991184,0.235267687714925,0.259302565349276,0.0349791899118397,-0.000232312285074532,-0.110397434650724
"10",0.966955893556587,0.955441518919542,0.711625912692398,0.339871094562113,0.255292370884179,0.235718872864128,0.259613928924162,0.0352923708841791,0.000218872864128389,-0.110086071075838
"11",0.968294800654985,0.724655324593186,0.716729673556983,0.437518932158127,0.251159122582521,0.234689284094129,0.25550466597156,0.0311591225825207,-0.000810715905870923,-0.11419533402844
"12",0.965351902809925,0.88426085235551,0.888743886956945,0.975532206008211,0.260221386845631,0.237977289539075,0.26451434167581,0.0402213868456309,0.00247728953907503,-0.10518565832419
"13",0.967110057547689,0.919187617022544,0.776249347254634,0.740473485086113,0.25481733552867,0.233883454741658,0.259141650211366,0.0348173355286696,-0.00161654525834226,-0.110558349788634
"14",0.968169181491248,0.843605081550777,0.897357958834618,0.915977153461426,0.251547642527765,0.230647369830953,0.255890931325301,0.0315476425277653,-0.00485263016904697,-0.113809068674699
"15",0.968321517040022,0.444639582419768,0.628652193816379,0.660101497080177,0.251076473582606,0.237918849255335,0.255422496585974,0.0310764735826059,0.00241884925533545,-0.114277503414026
"16",0.968436220474541,0.719642757903785,0.230769233778119,0.0959696699865162,0.250721552766979,0.238347014044363,0.255069635385214,0.0307215527669788,0.00284701404436341,-0.114630364614786
"17",0.966289714328013,0.902962113032117,0.371472893282771,0.309037332655862,0.257342500803446,0.240215056043823,0.261652161885362,0.0373425008034458,0.00471505604382319,-0.108047838114638
"18",0.966138391429558,0.879599241307005,0.666958688292652,0.42644271440804,0.257807598124774,0.239045144005729,0.26211456023465,0.0378075981247739,0.00354514400572942,-0.10758543976535
"19",0.969537316891365,0.705080337589607,0.237484068144113,0.0301135801710188,0.247308066456297,0.235557533393473,0.251675957625746,0.0273080664562974,5.75333934732247e-05,-0.118024042374254
"20",0.967966286302544,0.758191868197173,0.455922613618895,0.379235290223733,0.252174845523673,0.236718211372085,0.256514494645658,0.032174845523673,0.00121821137208461,-0.113185505354342
"21",0.96731317229569,0.903953668894246,0.699647919274867,0.0574737570714206,0.254191118161479,0.236643969638186,0.258519066800096,0.034191118161479,0.00114396963818603,-0.111180933199904
"22",0.966847059270367,0.993562635267153,0.605379577027634,0.226819853531197,0.255627592133369,0.236447621456758,0.259947204875589,0.0356275921333688,0.000947621456758252,-0.109752795124411
"23",0.967831261875108,0.829922319855541,0.73662813869305,0.614446701016277,0.252592023430902,0.233739788234293,0.256929251658474,0.0325920234309018,-0.00176021176570684,-0.112770748341526
"24",0.969623265275732,0.567511215806007,0.0915135273244232,0.00855572940781713,0.247041129815938,0.238226266268852,0.251410570025761,0.0270411298159384,0.00272626626885195,-0.118289429974239
"25",0.965718500758521,0.998689862433821,0.950044377008453,0.112761679571122,0.259097005795694,0.238362549663373,0.263396485438802,0.0390970057956943,0.00286254966337293,-0.106303514561198
"26",0.969680312904529,0.451124339364469,0.39275327580981,0.276500098640099,0.246863913321053,0.236788197305878,0.251234381922875,0.0268639133210525,0.00128819730587826,-0.118465618077125
"27",0.966092746797949,0.580670634983107,0.887838657014072,0.900613405741751,0.257947845933527,0.240305924579245,0.262253994181665,0.0379478459335267,0.00480592457924517,-0.107446005818335
"28",0.968541076732799,0.717408317606896,0.510230131447315,0.0911415119189769,0.250396991195759,0.23661513973988,0.254746957253363,0.0303969911957586,0.00111513973987984,-0.114953042746637
"29",0.969278810871765,0.564369798172265,0.521738737588748,0.108312110882252,0.248110501132005,0.236482155093539,0.252473735751837,0.0281105011320049,0.000982155093539078,-0.117226264248163
"30",0.966610968625173,0.763048453722149,0.712420362513512,0.353080925764516,0.256354387550115,0.239442069319053,0.260669782679337,0.0363543875501151,0.00394206931905305,-0.109030217320663
"31",0.969657255103812,0.309050157666206,0.825800073100254,0.86167542100884,0.246935545351435,0.233849185655367,0.251305598270693,0.0269355453514346,-0.00165081434463338,-0.118394401729307
